forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
5/21/2020 0:00,5/24/2020 0:00,PJM RTO,32416,19310,9177,3929
5/21/2020 0:00,5/25/2020 0:00,Mid Atlantic - Dominion,13405,7530,3888,1987
5/21/2020 0:00,5/25/2020 0:00,Western,15100,9762,3396,1942
5/21/2020 0:00,5/25/2020 0:00,PJM RTO,28505,17292,7284,3929
5/21/2020 0:00,5/26/2020 0:00,Western,15139,8315,4882,1942
5/21/2020 0:00,5/26/2020 0:00,Mid Atlantic - Dominion,17340,8274,7089,1977
5/21/2020 0:00,5/26/2020 0:00,PJM RTO,32479,16589,11971,3919
5/21/2020 0:00,5/27/2020 0:00,Western,10366,5226,3198,1942
5/21/2020 0:00,5/27/2020 0:00,Mid Atlantic - Dominion,14153,7049,5127,1977
5/21/2020 0:00,5/27/2020 0:00,PJM RTO,24519,12275,8325,3919
5/20/2020 0:00,5/20/2020 0:00,Western,19167,10168,6331,2668
5/20/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,20524,9717,8497,2310
5/20/2020 0:00,5/20/2020 0:00,PJM RTO,39691,19885,14828,4978
5/20/2020 0:00,5/21/2020 0:00,Western,18586,10168,6074,2344
5/20/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,19413,9674,7730,2009
5/20/2020 0:00,5/21/2020 0:00,PJM RTO,37999,19842,13804,4353
5/20/2020 0:00,5/22/2020 0:00,Western,17544,9832,5401,2311
5/20/2020 0:00,5/22/2020 0:00,Mid Atlantic - Dominion,17868,9429,6430,2009
5/20/2020 0:00,5/22/2020 0:00,PJM RTO,35412,19261,11831,4320
5/20/2020 0:00,5/23/2020 0:00,Western,15941,10537,3491,1913
5/20/2020 0:00,5/23/2020 0:00,Mid Atlantic - Dominion,16143,8611,5533,1999
5/20/2020 0:00,5/23/2020 0:00,PJM RTO,32084,19148,9024,3912
5/20/2020 0:00,5/24/2020 0:00,Mid Atlantic - Dominion,14113,8457,3675,1981
5/20/2020 0:00,5/24/2020 0:00,Western,15696,10147,3636,1913
5/20/2020 0:00,5/24/2020 0:00,PJM RTO,29809,18604,7311,3894
5/20/2020 0:00,5/25/2020 0:00,Mid Atlantic - Dominion,11952,7030,2941,1981
5/20/2020 0:00,5/25/2020 0:00,Western,14695,9406,3376,1913
5/20/2020 0:00,5/25/2020 0:00,PJM RTO,26647,16436,6317,3894
5/20/2020 0:00,5/26/2020 0:00,Western,14726,7959,4854,1913
5/20/2020 0:00,5/26/2020 0:00,Mid Atlantic - Dominion,15554,7828,5766,1960
5/20/2020 0:00,5/26/2020 0:00,PJM RTO,30280,15787,10620,3873
5/19/2020 0:00,5/19/2020 0:00,Western,18651,10171,5691,2789
5/19/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,19406,9679,6808,2919
5/19/2020 0:00,5/19/2020 0:00,PJM RTO,38057,19850,12499,5708
5/19/2020 0:00,5/20/2020 0:00,Western,18106,10171,5686,2249
5/19/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,20171,9250,8370,2551
5/19/2020 0:00,5/20/2020 0:00,PJM RTO,38277,19421,14056,4800
5/19/2020 0:00,5/21/2020 0:00,Western,17245,10171,5132,1942
5/19/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,17387,8703,6135,2549
5/19/2020 0:00,5/21/2020 0:00,PJM RTO,34632,18874,11267,4491
5/19/2020 0:00,5/22/2020 0:00,Mid Atlantic - Dominion,15793,8458,4786,2549
5/19/2020 0:00,5/22/2020 0:00,Western,16213,9835,4469,1909
5/19/2020 0:00,5/22/2020 0:00,PJM RTO,32006,18293,9255,4458
5/19/2020 0:00,5/23/2020 0:00,Mid Atlantic - Dominion,14723,8123,4683,1917
5/19/2020 0:00,5/23/2020 0:00,Western,15276,10537,2862,1877
5/19/2020 0:00,5/23/2020 0:00,PJM RTO,29999,18660,7545,3794
5/19/2020 0:00,5/24/2020 0:00,Mid Atlantic - Dominion,12693,7969,2825,1899
5/19/2020 0:00,5/24/2020 0:00,Western,14712,10147,2688,1877
5/19/2020 0:00,5/24/2020 0:00,PJM RTO,27405,18116,5513,3776
5/19/2020 0:00,5/25/2020 0:00,Mid Atlantic - Dominion,11020,7030,2091,1899
5/19/2020 0:00,5/25/2020 0:00,Western,13906,9406,2623,1877
5/19/2020 0:00,5/25/2020 0:00,PJM RTO,24926,16436,4714,3776
5/18/2020 0:00,5/18/2020 0:00,Western,18023,9982,5530,2511
5/18/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,18175,10060,5750,2365
5/18/2020 0:00,5/18/2020 0:00,PJM RTO,36198,20042,11280,4876
5/18/2020 0:00,5/19/2020 0:00,Western,18006,10216,5598,2192
5/18/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,18100,9209,6778,2113
5/18/2020 0:00,5/19/2020 0:00,PJM RTO,36106,19425,12376,4305
5/18/2020 0:00,5/20/2020 0:00,Western,17324,10216,5099,2009
5/18/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,18845,9263,7680,1902
5/18/2020 0:00,5/20/2020 0:00,PJM RTO,36169,19479,12779,3911
5/18/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,16617,8716,6001,1900
5/18/2020 0:00,5/21/2020 0:00,Western,17071,10216,4863,1992
5/18/2020 0:00,5/21/2020 0:00,PJM RTO,33688,18932,10864,3892
5/18/2020 0:00,5/22/2020 0:00,Mid Atlantic - Dominion,14976,8471,4605,1900
5/18/2020 0:00,5/22/2020 0:00,Western,16252,9835,4458,1959
5/18/2020 0:00,5/22/2020 0:00,PJM RTO,31228,18306,9063,3859
5/18/2020 0:00,5/23/2020 0:00,Mid Atlantic - Dominion,13865,8123,3850,1892
5/18/2020 0:00,5/23/2020 0:00,Western,15946,11157,2862,1927
5/18/2020 0:00,5/23/2020 0:00,PJM RTO,29811,19280,6712,3819
5/18/2020 0:00,5/24/2020 0:00,Mid Atlantic - Dominion,12681,7969,2838,1874
5/18/2020 0:00,5/24/2020 0:00,Western,15191,10576,2688,1927
5/18/2020 0:00,5/24/2020 0:00,PJM RTO,27872,18545,5526,3801
5/17/2020 0:00,5/17/2020 0:00,Western,19449,10085,6955,2409
5/17/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,22598,11989,7815,2794
5/17/2020 0:00,5/17/2020 0:00,PJM RTO,42047,22074,14770,5203
5/17/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,17971,9572,6367,2032
5/17/2020 0:00,5/18/2020 0:00,Western,18143,9982,5912,2249
5/17/2020 0:00,5/18/2020 0:00,PJM RTO,36114,19554,12279,4281
5/17/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,17518,8721,6778,2019
5/17/2020 0:00,5/19/2020 0:00,Western,18148,10216,5793,2139
5/17/2020 0:00,5/19/2020 0:00,PJM RTO,35666,18937,12571,4158
5/17/2020 0:00,5/20/2020 0:00,Western,17257,10216,5034,2007
5/17/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,18356,8775,7680,1901
5/17/2020 0:00,5/20/2020 0:00,PJM RTO,35613,18991,12714,3908
5/17/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,16617,8716,6001,1900
5/17/2020 0:00,5/21/2020 0:00,Western,17069,10216,4863,1990
5/17/2020 0:00,5/21/2020 0:00,PJM RTO,33686,18932,10864,3890
5/17/2020 0:00,5/22/2020 0:00,Mid Atlantic - Dominion,14976,8471,4605,1900
5/17/2020 0:00,5/22/2020 0:00,Western,16250,9835,4458,1957
5/17/2020 0:00,5/22/2020 0:00,PJM RTO,31226,18306,9063,3857
5/17/2020 0:00,5/23/2020 0:00,Mid Atlantic - Dominion,13587,8123,3572,1892
5/17/2020 0:00,5/23/2020 0:00,Western,15944,11157,2862,1925
5/17/2020 0:00,5/23/2020 0:00,PJM RTO,29531,19280,6434,3817
5/16/2020 0:00,5/16/2020 0:00,Western,20622,10787,7399,2436
5/16/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,24696,11908,9071,3717
5/16/2020 0:00,5/16/2020 0:00,PJM RTO,45318,22695,16470,6153
5/16/2020 0:00,5/17/2020 0:00,Western,19137,10907,6220,2010
5/16/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,23379,11989,8112,3278
5/16/2020 0:00,5/17/2020 0:00,PJM RTO,42516,22896,14332,5288
5/16/2020 0:00,5/18/2020 0:00,Western,18458,10654,5804,2000
5/16/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,19216,9572,6366,3278
5/16/2020 0:00,5/18/2020 0:00,PJM RTO,37674,20226,12170,5278
5/16/2020 0:00,5/19/2020 0:00,Western,18683,10888,5795,2000
5/16/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,18763,8721,6777,3265
5/16/2020 0:00,5/19/2020 0:00,PJM RTO,37446,19609,12572,5265
5/16/2020 0:00,5/20/2020 0:00,Western,17898,10888,5034,1976
5/16/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,19054,8775,7131,3148
5/16/2020 0:00,5/20/2020 0:00,PJM RTO,36952,19663,12165,5124
5/16/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,17315,8716,5452,3147
5/16/2020 0:00,5/21/2020 0:00,Western,17710,10888,4863,1959
5/16/2020 0:00,5/21/2020 0:00,PJM RTO,35025,19604,10315,5106
5/16/2020 0:00,5/22/2020 0:00,Mid Atlantic - Dominion,14427,8471,4056,1900
5/16/2020 0:00,5/22/2020 0:00,Western,16891,10507,4458,1926
5/16/2020 0:00,5/22/2020 0:00,PJM RTO,31318,18978,8514,3826
5/15/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,21343,11073,6745,3525
5/15/2020 0:00,5/15/2020 0:00,Western,22819,11528,7274,4017
5/15/2020 0:00,5/15/2020 0:00,PJM RTO,44162,22601,14019,7542
5/15/2020 0:00,5/16/2020 0:00,Western,20890,11996,6791,2103
5/15/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,25755,13278,9235,3242
5/15/2020 0:00,5/16/2020 0:00,PJM RTO,46645,25274,16026,5345
5/15/2020 0:00,5/17/2020 0:00,Western,19457,11492,5862,2103
5/15/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,24779,13359,8178,3242
5/15/2020 0:00,5/17/2020 0:00,PJM RTO,44236,24851,14040,5345
5/15/2020 0:00,5/18/2020 0:00,Western,18880,11592,5185,2103
5/15/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,22862,10942,8678,3242
5/15/2020 0:00,5/18/2020 0:00,PJM RTO,41742,22534,13863,5345
5/15/2020 0:00,5/19/2020 0:00,Western,18011,10888,5214,1909
5/15/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,20057,10091,6724,3242
5/15/2020 0:00,5/19/2020 0:00,PJM RTO,38068,20979,11938,5151
5/15/2020 0:00,5/20/2020 0:00,Western,17198,10888,4415,1895
5/15/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,20194,9954,7000,3240
5/15/2020 0:00,5/20/2020 0:00,PJM RTO,37392,20842,11415,5135
5/15/2020 0:00,5/21/2020 0:00,Western,17018,10888,4245,1885
5/15/2020 0:00,5/21/2020 0:00,Mid Atlantic - Dominion,17967,8525,6202,3240
5/15/2020 0:00,5/21/2020 0:00,PJM RTO,34985,19413,10447,5125
5/14/2020 0:00,5/14/2020 0:00,Western,20768,11671,6289,2808
5/14/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21057,10627,6852,3578
5/14/2020 0:00,5/14/2020 0:00,PJM RTO,41825,22298,13141,6386
5/14/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,20750,10311,7130,3309
5/14/2020 0:00,5/15/2020 0:00,Western,20899,11647,6939,2313
5/14/2020 0:00,5/15/2020 0:00,PJM RTO,41649,21958,14069,5622
5/14/2020 0:00,5/16/2020 0:00,Western,19376,11518,5957,1901
5/14/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,23041,12302,7446,3293
5/14/2020 0:00,5/16/2020 0:00,PJM RTO,42417,23820,13403,5194
5/14/2020 0:00,5/17/2020 0:00,Western,17827,11014,4912,1901
5/14/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,22687,12383,7011,3293
5/14/2020 0:00,5/17/2020 0:00,PJM RTO,40514,23397,11923,5194
5/14/2020 0:00,5/18/2020 0:00,Western,17365,11064,4400,1901
5/14/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,21407,9966,8148,3293
5/14/2020 0:00,5/18/2020 0:00,PJM RTO,38772,21030,12548,5194
5/14/2020 0:00,5/19/2020 0:00,Western,17278,10945,4432,1901
5/14/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,19741,10254,6194,3293
5/14/2020 0:00,5/19/2020 0:00,PJM RTO,37019,21199,10626,5194
5/14/2020 0:00,5/20/2020 0:00,Western,17226,10945,4380,1901
5/14/2020 0:00,5/20/2020 0:00,Mid Atlantic - Dominion,19720,9954,6474,3292
5/14/2020 0:00,5/20/2020 0:00,PJM RTO,36946,20899,10854,5193
5/13/2020 0:00,5/13/2020 0:00,Western,21438,11766,6682,2990
5/13/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,23248,10991,8911,3346
5/13/2020 0:00,5/13/2020 0:00,PJM RTO,44686,22757,15593,6336
5/13/2020 0:00,5/14/2020 0:00,Western,21124,12535,5744,2845
5/13/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21184,10907,8283,1994
5/13/2020 0:00,5/14/2020 0:00,PJM RTO,42308,23442,14027,4839
5/13/2020 0:00,5/15/2020 0:00,Western,20029,11647,6260,2122
5/13/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,20776,10591,8198,1987
5/13/2020 0:00,5/15/2020 0:00,PJM RTO,40805,22238,14458,4109
5/13/2020 0:00,5/16/2020 0:00,Western,18543,11518,5288,1737
5/13/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,22257,11814,8465,1978
5/13/2020 0:00,5/16/2020 0:00,PJM RTO,40800,23332,13753,3715
5/13/2020 0:00,5/17/2020 0:00,Western,17005,11014,4254,1737
5/13/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,21348,11895,7475,1978
5/13/2020 0:00,5/17/2020 0:00,PJM RTO,38353,22909,11729,3715
5/13/2020 0:00,5/18/2020 0:00,Western,16774,11064,3973,1737
5/13/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,20254,9775,8501,1978
5/13/2020 0:00,5/18/2020 0:00,PJM RTO,37028,20839,12474,3715
5/13/2020 0:00,5/19/2020 0:00,Western,16493,10945,3811,1737
5/13/2020 0:00,5/19/2020 0:00,Mid Atlantic - Dominion,18815,10063,6774,1978
5/13/2020 0:00,5/19/2020 0:00,PJM RTO,35308,21008,10585,3715
5/12/2020 0:00,5/12/2020 0:00,Western,20581,12556,5540,2485
5/12/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,23297,11475,8465,3357
5/12/2020 0:00,5/12/2020 0:00,PJM RTO,43878,24031,14005,5842
5/12/2020 0:00,5/13/2020 0:00,Western,21167,11916,6774,2477
5/12/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,24282,11824,9167,3291
5/12/2020 0:00,5/13/2020 0:00,PJM RTO,45449,23740,15941,5768
5/12/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21788,11740,8029,2019
5/12/2020 0:00,5/14/2020 0:00,Western,22138,12685,6976,2477
5/12/2020 0:00,5/14/2020 0:00,PJM RTO,43926,24425,15005,4496
5/12/2020 0:00,5/15/2020 0:00,Western,21705,11797,8147,1761
5/12/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,22127,11424,8714,1989
5/12/2020 0:00,5/15/2020 0:00,PJM RTO,43832,23221,16861,3750
5/12/2020 0:00,5/16/2020 0:00,Western,19924,11668,6515,1741
5/12/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,22292,11814,8500,1978
5/12/2020 0:00,5/16/2020 0:00,PJM RTO,42216,23482,15015,3719
5/12/2020 0:00,5/17/2020 0:00,Western,17923,11164,5018,1741
5/12/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,21383,11895,7510,1978
5/12/2020 0:00,5/17/2020 0:00,PJM RTO,39306,23059,12528,3719
5/12/2020 0:00,5/18/2020 0:00,Western,17643,11165,4737,1741
5/12/2020 0:00,5/18/2020 0:00,Mid Atlantic - Dominion,20366,9775,8613,1978
5/12/2020 0:00,5/18/2020 0:00,PJM RTO,38009,20940,13350,3719
5/11/2020 0:00,5/11/2020 0:00,Western,20988,12674,4694,3620
5/11/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,22223,11177,7682,3364
5/11/2020 0:00,5/11/2020 0:00,PJM RTO,43211,23851,12376,6984
5/11/2020 0:00,5/12/2020 0:00,Western,20395,13222,4709,2464
5/11/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,23656,11902,8491,3263
5/11/2020 0:00,5/12/2020 0:00,PJM RTO,44051,25124,13200,5727
5/11/2020 0:00,5/13/2020 0:00,Western,19768,11916,5388,2464
5/11/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,23891,11763,8865,3263
5/11/2020 0:00,5/13/2020 0:00,PJM RTO,43659,23679,14253,5727
5/11/2020 0:00,5/14/2020 0:00,Western,21020,12100,6456,2464
5/11/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21629,11679,7959,1991
5/11/2020 0:00,5/14/2020 0:00,PJM RTO,42649,23779,14415,4455
5/11/2020 0:00,5/15/2020 0:00,Western,20589,11212,7627,1750
5/11/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,21705,11363,8355,1987
5/11/2020 0:00,5/15/2020 0:00,PJM RTO,42294,22575,15982,3737
5/11/2020 0:00,5/16/2020 0:00,Western,19069,11668,5669,1732
5/11/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,21244,12291,6973,1980
5/11/2020 0:00,5/16/2020 0:00,PJM RTO,40313,23959,12642,3712
5/11/2020 0:00,5/17/2020 0:00,Western,17400,11164,4504,1732
5/11/2020 0:00,5/17/2020 0:00,Mid Atlantic - Dominion,20843,12372,6491,1980
5/11/2020 0:00,5/17/2020 0:00,PJM RTO,38243,23536,10995,3712
5/10/2020 0:00,5/10/2020 0:00,Mid Atlantic - Dominion,20078,11093,6805,2180
5/10/2020 0:00,5/10/2020 0:00,Western,22624,12746,6262,3616
5/10/2020 0:00,5/10/2020 0:00,PJM RTO,42702,23839,13067,5796
5/10/2020 0:00,5/11/2020 0:00,Western,19661,12678,4711,2272
5/10/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,22482,11227,9237,2018
5/10/2020 0:00,5/11/2020 0:00,PJM RTO,42143,23905,13948,4290
5/10/2020 0:00,5/12/2020 0:00,Western,20221,13226,4731,2264
5/10/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,22957,11918,9044,1995
5/10/2020 0:00,5/12/2020 0:00,PJM RTO,43178,25144,13775,4259
5/10/2020 0:00,5/13/2020 0:00,Western,19594,11920,5410,2264
5/10/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,22319,11833,8491,1995
5/10/2020 0:00,5/13/2020 0:00,PJM RTO,41913,23753,13901,4259
5/10/2020 0:00,5/14/2020 0:00,Western,20846,12104,6478,2264
5/10/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21861,11733,8135,1993
5/10/2020 0:00,5/14/2020 0:00,PJM RTO,42707,23837,14613,4257
5/10/2020 0:00,5/15/2020 0:00,Western,20415,11216,7649,1550
5/10/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,22145,11363,8793,1989
5/10/2020 0:00,5/15/2020 0:00,PJM RTO,42560,22579,16442,3539
5/10/2020 0:00,5/16/2020 0:00,Western,19058,11672,5854,1532
5/10/2020 0:00,5/16/2020 0:00,Mid Atlantic - Dominion,21244,12291,6971,1982
5/10/2020 0:00,5/16/2020 0:00,PJM RTO,40302,23963,12825,3514
5/9/2020 0:00,5/9/2020 0:00,Mid Atlantic - Dominion,20686,11223,7357,2106
5/9/2020 0:00,5/9/2020 0:00,Western,22318,12881,5507,3930
5/9/2020 0:00,5/9/2020 0:00,PJM RTO,43004,24104,12864,6036
5/9/2020 0:00,5/10/2020 0:00,Mid Atlantic - Dominion,20033,11398,6585,2050
5/9/2020 0:00,5/10/2020 0:00,Western,21543,12960,4979,3604
5/9/2020 0:00,5/10/2020 0:00,PJM RTO,41576,24358,11564,5654
5/9/2020 0:00,5/11/2020 0:00,Western,19752,12772,4711,2269
5/9/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,21701,11227,8470,2004
5/9/2020 0:00,5/11/2020 0:00,PJM RTO,41453,23999,13181,4273
5/9/2020 0:00,5/12/2020 0:00,Western,19730,12735,4731,2264
5/9/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,22180,11918,8277,1985
5/9/2020 0:00,5/12/2020 0:00,PJM RTO,41910,24653,13008,4249
5/9/2020 0:00,5/13/2020 0:00,Western,19103,11429,5410,2264
5/9/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,21460,11833,7642,1985
5/9/2020 0:00,5/13/2020 0:00,PJM RTO,40563,23262,13052,4249
5/9/2020 0:00,5/14/2020 0:00,Western,20940,12198,6478,2264
5/9/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,21002,11733,7286,1983
5/9/2020 0:00,5/14/2020 0:00,PJM RTO,41942,23931,13764,4247
5/9/2020 0:00,5/15/2020 0:00,Western,20504,11310,7649,1545
5/9/2020 0:00,5/15/2020 0:00,Mid Atlantic - Dominion,21286,11363,7944,1979
5/9/2020 0:00,5/15/2020 0:00,PJM RTO,41790,22673,15593,3524
5/8/2020 0:00,5/8/2020 0:00,Western,21891,13325,4609,3957
5/8/2020 0:00,5/8/2020 0:00,Mid Atlantic - Dominion,22190,11739,8294,2157
5/8/2020 0:00,5/8/2020 0:00,PJM RTO,44081,25064,12903,6114
5/8/2020 0:00,5/9/2020 0:00,Western,21588,13514,4290,3784
5/8/2020 0:00,5/9/2020 0:00,Mid Atlantic - Dominion,21850,11267,8534,2049
5/8/2020 0:00,5/9/2020 0:00,PJM RTO,43438,24781,12824,5833
5/8/2020 0:00,5/10/2020 0:00,Mid Atlantic - Dominion,20276,11442,6803,2031
5/8/2020 0:00,5/10/2020 0:00,Western,21912,13593,4710,3609
5/8/2020 0:00,5/10/2020 0:00,PJM RTO,42188,25035,11513,5640
5/8/2020 0:00,5/11/2020 0:00,Western,20323,13305,4744,2274
5/8/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,20773,10729,8059,1985
5/8/2020 0:00,5/11/2020 0:00,PJM RTO,41096,24034,12803,4259
5/8/2020 0:00,5/12/2020 0:00,Western,20105,13268,4568,2269
5/8/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,21169,10980,8212,1977
5/8/2020 0:00,5/12/2020 0:00,PJM RTO,41274,24248,12780,4246
5/8/2020 0:00,5/13/2020 0:00,Western,18127,11962,3896,2269
5/8/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,21171,11383,7825,1963
5/8/2020 0:00,5/13/2020 0:00,PJM RTO,39298,23345,11721,4232
5/8/2020 0:00,5/14/2020 0:00,Western,19993,12731,4993,2269
5/8/2020 0:00,5/14/2020 0:00,Mid Atlantic - Dominion,20729,11283,7485,1961
5/8/2020 0:00,5/14/2020 0:00,PJM RTO,40722,24014,12478,4230
5/7/2020 0:00,5/7/2020 0:00,Mid Atlantic - Dominion,22091,11557,8003,2531
5/7/2020 0:00,5/7/2020 0:00,Western,22564,12704,5659,4201
5/7/2020 0:00,5/7/2020 0:00,PJM RTO,44655,24261,13662,6732
5/7/2020 0:00,5/8/2020 0:00,Mid Atlantic - Dominion,22140,12249,7833,2058
5/7/2020 0:00,5/8/2020 0:00,Western,22660,14236,4837,3587
5/7/2020 0:00,5/8/2020 0:00,PJM RTO,44800,26485,12670,5645
5/7/2020 0:00,5/9/2020 0:00,Mid Atlantic - Dominion,20957,11595,7319,2043
5/7/2020 0:00,5/9/2020 0:00,Western,22424,14325,4517,3582
5/7/2020 0:00,5/9/2020 0:00,PJM RTO,43381,25920,11836,5625
5/7/2020 0:00,5/10/2020 0:00,Mid Atlantic - Dominion,19171,11770,5376,2025
5/7/2020 0:00,5/10/2020 0:00,Western,22405,14404,4429,3572
5/7/2020 0:00,5/10/2020 0:00,PJM RTO,41576,26174,9805,5597
5/7/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,19293,11057,6211,2025
5/7/2020 0:00,5/11/2020 0:00,Western,20825,13835,4753,2237
5/7/2020 0:00,5/11/2020 0:00,PJM RTO,40118,24892,10964,4262
5/7/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,19657,11308,6332,2017
5/7/2020 0:00,5/12/2020 0:00,Western,20594,13798,4559,2237
5/7/2020 0:00,5/12/2020 0:00,PJM RTO,40251,25106,10891,4254
5/7/2020 0:00,5/13/2020 0:00,Western,18616,12492,3887,2237
5/7/2020 0:00,5/13/2020 0:00,Mid Atlantic - Dominion,19854,11383,6468,2003
5/7/2020 0:00,5/13/2020 0:00,PJM RTO,38470,23875,10355,4240
5/6/2020 0:00,5/6/2020 0:00,Mid Atlantic - Dominion,22450,12344,7790,2316
5/6/2020 0:00,5/6/2020 0:00,Western,22705,12846,5425,4434
5/6/2020 0:00,5/6/2020 0:00,PJM RTO,45155,25190,13215,6750
5/6/2020 0:00,5/7/2020 0:00,Western,22264,12758,5475,4031
5/6/2020 0:00,5/7/2020 0:00,Mid Atlantic - Dominion,22697,12425,8213,2059
5/6/2020 0:00,5/7/2020 0:00,PJM RTO,44961,25183,13688,6090
5/6/2020 0:00,5/8/2020 0:00,Mid Atlantic - Dominion,22242,13117,7079,2046
5/6/2020 0:00,5/8/2020 0:00,Western,22537,14237,4704,3596
5/6/2020 0:00,5/8/2020 0:00,PJM RTO,44779,27354,11783,5642
5/6/2020 0:00,5/9/2020 0:00,Mid Atlantic - Dominion,19322,12080,5209,2033
5/6/2020 0:00,5/9/2020 0:00,Western,22298,14326,4391,3581
5/6/2020 0:00,5/9/2020 0:00,PJM RTO,41620,26406,9600,5614
5/6/2020 0:00,5/10/2020 0:00,Mid Atlantic - Dominion,18781,12255,4493,2033
5/6/2020 0:00,5/10/2020 0:00,Western,22196,14312,4303,3581
5/6/2020 0:00,5/10/2020 0:00,PJM RTO,40977,26567,8796,5614
5/6/2020 0:00,5/11/2020 0:00,Mid Atlantic - Dominion,19175,11542,5600,2033
5/6/2020 0:00,5/11/2020 0:00,Western,21865,13743,4728,3394
5/6/2020 0:00,5/11/2020 0:00,PJM RTO,41040,25285,10328,5427
5/6/2020 0:00,5/12/2020 0:00,Mid Atlantic - Dominion,19727,11793,5907,2027
5/6/2020 0:00,5/12/2020 0:00,Western,20578,13798,4534,2246
5/6/2020 0:00,5/12/2020 0:00,PJM RTO,40305,25591,10441,4273
5/5/2020 0:00,5/5/2020 0:00,Western,22295,11986,5809,4500
5/5/2020 0:00,5/5/2020 0:00,Mid Atlantic - Dominion,22918,12507,8089,2322
5/5/2020 0:00,5/5/2020 0:00,PJM RTO,45213,24493,13898,6822
5/5/2020 0:00,5/6/2020 0:00,Western,22339,13000,5200,4139
5/5/2020 0:00,5/6/2020 0:00,Mid Atlantic - Dominion,22978,12507,8233,2238
5/5/2020 0:00,5/6/2020 0:00,PJM RTO,45317,25507,13433,6377
5/5/2020 0:00,5/7/2020 0:00,Western,22782,12912,5891,3979
