forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw
6/11/2020 0:00,6/13/2020 0:00,Mid Atlantic - Dominion,10606,0,6522,4084
6/11/2020 0:00,6/13/2020 0:00,PJM RTO,19096,0,13201,5895
6/11/2020 0:00,6/14/2020 0:00,Mid Atlantic - Dominion,8224,0,5443,2781
6/11/2020 0:00,6/14/2020 0:00,Western,9377,0,7576,1801
6/11/2020 0:00,6/14/2020 0:00,PJM RTO,17601,0,13019,4582
6/11/2020 0:00,6/15/2020 0:00,Western,7605,0,6594,1011
6/11/2020 0:00,6/15/2020 0:00,Mid Atlantic - Dominion,9501,0,6670,2831
6/11/2020 0:00,6/15/2020 0:00,PJM RTO,17106,0,13264,3842
6/11/2020 0:00,6/16/2020 0:00,Western,5918,0,4955,963
6/11/2020 0:00,6/16/2020 0:00,Mid Atlantic - Dominion,9129,0,6541,2588
6/11/2020 0:00,6/16/2020 0:00,PJM RTO,15047,0,11496,3551
6/11/2020 0:00,6/17/2020 0:00,Western,3674,0,2711,963
6/11/2020 0:00,6/17/2020 0:00,Mid Atlantic - Dominion,7307,0,4719,2588
6/11/2020 0:00,6/17/2020 0:00,PJM RTO,10981,0,7430,3551
6/10/2020 0:00,6/10/2020 0:00,Western,8713,0,3703,5010
6/10/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,13668,0,7296,6372
6/10/2020 0:00,6/10/2020 0:00,PJM RTO,22381,0,10999,11382
6/10/2020 0:00,6/11/2020 0:00,Western,6698,0,2885,3813
6/10/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,11266,0,6784,4482
6/10/2020 0:00,6/11/2020 0:00,PJM RTO,17964,0,9669,8295
6/10/2020 0:00,6/12/2020 0:00,Western,5550,0,3487,2063
6/10/2020 0:00,6/12/2020 0:00,Mid Atlantic - Dominion,10630,0,6311,4319
6/10/2020 0:00,6/12/2020 0:00,PJM RTO,16180,0,9798,6382
6/10/2020 0:00,6/13/2020 0:00,Western,4580,0,3505,1075
6/10/2020 0:00,6/13/2020 0:00,Mid Atlantic - Dominion,10349,0,6236,4113
6/10/2020 0:00,6/13/2020 0:00,PJM RTO,14929,0,9741,5188
6/10/2020 0:00,6/14/2020 0:00,Western,4525,0,3450,1075
6/10/2020 0:00,6/14/2020 0:00,Mid Atlantic - Dominion,8630,0,5820,2810
6/10/2020 0:00,6/14/2020 0:00,PJM RTO,13155,0,9270,3885
6/10/2020 0:00,6/15/2020 0:00,Western,4428,0,3375,1053
6/10/2020 0:00,6/15/2020 0:00,Mid Atlantic - Dominion,8057,0,5197,2860
6/10/2020 0:00,6/15/2020 0:00,PJM RTO,12485,0,8572,3913
6/10/2020 0:00,6/16/2020 0:00,Western,3263,0,2283,980
6/10/2020 0:00,6/16/2020 0:00,Mid Atlantic - Dominion,7571,0,4953,2618
6/10/2020 0:00,6/16/2020 0:00,PJM RTO,10834,0,7236,3598
6/9/2020 0:00,6/9/2020 0:00,Western,7508,0,4552,2956
6/9/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,15309,0,8707,6602
6/9/2020 0:00,6/9/2020 0:00,PJM RTO,22817,0,13259,9558
6/9/2020 0:00,6/10/2020 0:00,Western,4886,0,3447,1439
6/9/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,14064,0,8443,5621
6/9/2020 0:00,6/10/2020 0:00,PJM RTO,18950,0,11890,7060
6/9/2020 0:00,6/11/2020 0:00,Western,5132,0,3693,1439
6/9/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,11378,0,8179,3199
6/9/2020 0:00,6/11/2020 0:00,PJM RTO,16510,0,11872,4638
6/9/2020 0:00,6/12/2020 0:00,Western,5188,0,3912,1276
6/9/2020 0:00,6/12/2020 0:00,Mid Atlantic - Dominion,9906,0,6718,3188
6/9/2020 0:00,6/12/2020 0:00,PJM RTO,15094,0,10630,4464
6/9/2020 0:00,6/13/2020 0:00,Western,4495,0,3422,1073
6/9/2020 0:00,6/13/2020 0:00,Mid Atlantic - Dominion,6949,0,3764,3185
6/9/2020 0:00,6/13/2020 0:00,PJM RTO,11444,0,7186,4258
6/9/2020 0:00,6/14/2020 0:00,Western,4390,0,3367,1023
6/9/2020 0:00,6/14/2020 0:00,Mid Atlantic - Dominion,5929,0,3297,2632
6/9/2020 0:00,6/14/2020 0:00,PJM RTO,10319,0,6664,3655
6/9/2020 0:00,6/15/2020 0:00,Western,4293,0,3292,1001
6/9/2020 0:00,6/15/2020 0:00,Mid Atlantic - Dominion,5410,0,2728,2682
6/9/2020 0:00,6/15/2020 0:00,PJM RTO,9703,0,6020,3683
6/8/2020 0:00,6/8/2020 0:00,Western,8397,0,5449,2948
6/8/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,16217,900,9870,5447
6/8/2020 0:00,6/8/2020 0:00,PJM RTO,24614,900,15319,8395
6/8/2020 0:00,6/9/2020 0:00,Western,6561,0,4432,2129
6/8/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,14639,0,9576,5063
6/8/2020 0:00,6/9/2020 0:00,PJM RTO,21200,0,14008,7192
6/8/2020 0:00,6/10/2020 0:00,Western,5202,0,3734,1468
6/8/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,14591,0,9558,5033
6/8/2020 0:00,6/10/2020 0:00,PJM RTO,19793,0,13292,6501
6/8/2020 0:00,6/11/2020 0:00,Western,3732,0,2429,1303
6/8/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,11257,0,7894,3363
6/8/2020 0:00,6/11/2020 0:00,PJM RTO,14989,0,10323,4666
6/8/2020 0:00,6/12/2020 0:00,Western,3530,0,2697,833
6/8/2020 0:00,6/12/2020 0:00,Mid Atlantic - Dominion,10796,0,7559,3237
6/8/2020 0:00,6/12/2020 0:00,PJM RTO,14326,0,10256,4070
6/8/2020 0:00,6/13/2020 0:00,Western,2953,0,2152,801
6/8/2020 0:00,6/13/2020 0:00,Mid Atlantic - Dominion,7049,0,3815,3234
6/8/2020 0:00,6/13/2020 0:00,PJM RTO,10002,0,5967,4035
6/8/2020 0:00,6/14/2020 0:00,Western,2848,0,2097,751
6/8/2020 0:00,6/14/2020 0:00,Mid Atlantic - Dominion,5951,0,3518,2433
6/8/2020 0:00,6/14/2020 0:00,PJM RTO,8799,0,5615,3184
6/7/2020 0:00,6/7/2020 0:00,Western,8055,2068,3791,2196
6/7/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,13044,2035,8523,2486
6/7/2020 0:00,6/7/2020 0:00,PJM RTO,21099,4103,12314,4682
6/7/2020 0:00,6/8/2020 0:00,Western,8337,0,5904,2433
6/7/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,12813,0,8740,4073
6/7/2020 0:00,6/8/2020 0:00,PJM RTO,21150,0,14644,6506
6/7/2020 0:00,6/9/2020 0:00,Western,6869,0,4891,1978
6/7/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,12043,0,8015,4028
6/7/2020 0:00,6/9/2020 0:00,PJM RTO,18912,0,12906,6006
6/7/2020 0:00,6/10/2020 0:00,Western,5342,0,4193,1149
6/7/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,11995,0,7997,3998
6/7/2020 0:00,6/10/2020 0:00,PJM RTO,17337,0,12190,5147
6/7/2020 0:00,6/11/2020 0:00,Western,4013,0,3029,984
6/7/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,9464,0,6287,3177
6/7/2020 0:00,6/11/2020 0:00,PJM RTO,13477,0,9316,4161
6/7/2020 0:00,6/12/2020 0:00,Western,3526,0,2697,829
6/7/2020 0:00,6/12/2020 0:00,Mid Atlantic - Dominion,9129,0,5952,3177
6/7/2020 0:00,6/12/2020 0:00,PJM RTO,12655,0,8649,4006
6/7/2020 0:00,6/13/2020 0:00,Western,2949,0,2152,797
6/7/2020 0:00,6/13/2020 0:00,Mid Atlantic - Dominion,6854,0,3677,3177
6/7/2020 0:00,6/13/2020 0:00,PJM RTO,9803,0,5829,3974
6/6/2020 0:00,6/6/2020 0:00,Western,9339,2813,5103,1423
6/6/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,12340,1739,7937,2664
6/6/2020 0:00,6/6/2020 0:00,PJM RTO,21679,4552,13040,4087
6/6/2020 0:00,6/7/2020 0:00,Western,8988,2653,5160,1175
6/6/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,12407,2035,8621,1751
6/6/2020 0:00,6/7/2020 0:00,PJM RTO,21395,4688,13781,2926
6/6/2020 0:00,6/8/2020 0:00,Western,8913,0,7194,1719
6/6/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,11829,0,7928,3901
6/6/2020 0:00,6/8/2020 0:00,PJM RTO,20742,0,15122,5620
6/6/2020 0:00,6/9/2020 0:00,Western,6377,0,5071,1306
6/6/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,11715,0,7842,3873
6/6/2020 0:00,6/9/2020 0:00,PJM RTO,18092,0,12913,5179
6/6/2020 0:00,6/10/2020 0:00,Western,5394,0,4273,1121
6/6/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,11133,0,7290,3843
6/6/2020 0:00,6/10/2020 0:00,PJM RTO,16527,0,11563,4964
6/6/2020 0:00,6/11/2020 0:00,Western,3925,0,2969,956
6/6/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,8580,0,5558,3022
6/6/2020 0:00,6/11/2020 0:00,PJM RTO,12505,0,8527,3978
6/6/2020 0:00,6/12/2020 0:00,Western,3498,0,2697,801
6/6/2020 0:00,6/12/2020 0:00,Mid Atlantic - Dominion,8245,0,5223,3022
6/6/2020 0:00,6/12/2020 0:00,PJM RTO,11743,0,7920,3823
6/5/2020 0:00,6/5/2020 0:00,Western,9508,3049,4447,2012
6/5/2020 0:00,6/5/2020 0:00,Mid Atlantic - Dominion,15338,2911,8661,3766
6/5/2020 0:00,6/5/2020 0:00,PJM RTO,24846,5960,13108,5778
6/5/2020 0:00,6/6/2020 0:00,Western,8126,2931,4391,804
6/5/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,13797,2377,8500,2920
6/5/2020 0:00,6/6/2020 0:00,PJM RTO,21923,5308,12891,3724
6/5/2020 0:00,6/7/2020 0:00,Western,7942,2771,4367,804
6/5/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,12516,2673,7262,2581
6/5/2020 0:00,6/7/2020 0:00,PJM RTO,20458,5444,11629,3385
6/5/2020 0:00,6/8/2020 0:00,Western,7056,0,5725,1331
6/5/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,10723,0,8142,2581
6/5/2020 0:00,6/8/2020 0:00,PJM RTO,17779,0,13867,3912
6/5/2020 0:00,6/9/2020 0:00,Western,5728,0,4597,1131
6/5/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,8961,0,7408,1553
6/5/2020 0:00,6/9/2020 0:00,PJM RTO,14689,0,12005,2684
6/5/2020 0:00,6/10/2020 0:00,Western,5630,0,4669,961
6/5/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,8595,0,6847,1748
6/5/2020 0:00,6/10/2020 0:00,PJM RTO,14225,0,11516,2709
6/5/2020 0:00,6/11/2020 0:00,Western,4161,0,3365,796
6/5/2020 0:00,6/11/2020 0:00,Mid Atlantic - Dominion,6940,0,5391,1549
6/5/2020 0:00,6/11/2020 0:00,PJM RTO,11101,0,8756,2345
6/4/2020 0:00,6/4/2020 0:00,Western,11239,3049,5921,2269
6/4/2020 0:00,6/4/2020 0:00,Mid Atlantic - Dominion,15422,3766,7525,4131
6/4/2020 0:00,6/4/2020 0:00,PJM RTO,26661,6815,13446,6400
6/4/2020 0:00,6/5/2020 0:00,Western,8779,2931,4454,1394
6/4/2020 0:00,6/5/2020 0:00,Mid Atlantic - Dominion,12804,2409,7551,2844
6/4/2020 0:00,6/5/2020 0:00,PJM RTO,21583,5340,12005,4238
6/4/2020 0:00,6/6/2020 0:00,Western,7958,2931,4286,741
6/4/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,12160,2673,6819,2668
6/4/2020 0:00,6/6/2020 0:00,PJM RTO,20118,5604,11105,3409
6/4/2020 0:00,6/7/2020 0:00,Western,7870,2771,4372,727
6/4/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,11051,2377,6339,2335
6/4/2020 0:00,6/7/2020 0:00,PJM RTO,18921,5148,10711,3062
6/4/2020 0:00,6/8/2020 0:00,Western,6331,0,5633,698
6/4/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,9658,0,7323,2335
6/4/2020 0:00,6/8/2020 0:00,PJM RTO,15989,0,12956,3033
6/4/2020 0:00,6/9/2020 0:00,Western,5052,0,4561,491
6/4/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,8185,0,6878,1307
6/4/2020 0:00,6/9/2020 0:00,PJM RTO,13237,0,11439,1798
6/4/2020 0:00,6/10/2020 0:00,Western,4834,0,4512,322
6/4/2020 0:00,6/10/2020 0:00,Mid Atlantic - Dominion,8362,0,6860,1502
6/4/2020 0:00,6/10/2020 0:00,PJM RTO,13196,0,11372,1824
6/3/2020 0:00,6/3/2020 0:00,Western,12198,4599,4846,2753
6/3/2020 0:00,6/3/2020 0:00,Mid Atlantic - Dominion,15757,3769,8934,3054
6/3/2020 0:00,6/3/2020 0:00,PJM RTO,27955,8368,13780,5807
6/3/2020 0:00,6/4/2020 0:00,Western,9485,3049,4716,1720
6/3/2020 0:00,6/4/2020 0:00,Mid Atlantic - Dominion,12506,2927,7285,2294
6/3/2020 0:00,6/4/2020 0:00,PJM RTO,21991,5976,12001,4014
6/3/2020 0:00,6/5/2020 0:00,Western,8325,2931,3674,1720
6/3/2020 0:00,6/5/2020 0:00,Mid Atlantic - Dominion,11594,2412,6888,2294
6/3/2020 0:00,6/5/2020 0:00,PJM RTO,19919,5343,10562,4014
6/3/2020 0:00,6/6/2020 0:00,Western,7394,2931,3401,1062
6/3/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,11157,2676,6255,2226
6/3/2020 0:00,6/6/2020 0:00,PJM RTO,18551,5607,9656,3288
6/3/2020 0:00,6/7/2020 0:00,Western,7853,2771,4020,1062
6/3/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,9646,2380,5040,2226
6/3/2020 0:00,6/7/2020 0:00,PJM RTO,17499,5151,9060,3288
6/3/2020 0:00,6/8/2020 0:00,Western,5862,0,4829,1033
6/3/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,8199,0,6063,2136
6/3/2020 0:00,6/8/2020 0:00,PJM RTO,14061,0,10892,3169
6/3/2020 0:00,6/9/2020 0:00,Western,4543,0,3717,826
6/3/2020 0:00,6/9/2020 0:00,Mid Atlantic - Dominion,7376,0,6089,1287
6/3/2020 0:00,6/9/2020 0:00,PJM RTO,11919,0,9806,2113
6/2/2020 0:00,6/2/2020 0:00,Western,12897,4852,5562,2483
6/2/2020 0:00,6/2/2020 0:00,Mid Atlantic - Dominion,16290,5067,9601,1622
6/2/2020 0:00,6/2/2020 0:00,PJM RTO,29187,9919,15163,4105
6/2/2020 0:00,6/3/2020 0:00,Western,12138,5067,5262,1809
6/2/2020 0:00,6/3/2020 0:00,Mid Atlantic - Dominion,12737,4307,7075,1355
6/2/2020 0:00,6/3/2020 0:00,PJM RTO,24875,9374,12337,3164
6/2/2020 0:00,6/4/2020 0:00,Western,9137,3517,4857,763
6/2/2020 0:00,6/4/2020 0:00,Mid Atlantic - Dominion,12500,4307,6843,1350
6/2/2020 0:00,6/4/2020 0:00,PJM RTO,21637,7824,11700,2113
6/2/2020 0:00,6/5/2020 0:00,Western,7783,3399,3621,763
6/2/2020 0:00,6/5/2020 0:00,Mid Atlantic - Dominion,11565,2950,7265,1350
6/2/2020 0:00,6/5/2020 0:00,PJM RTO,19348,6349,10886,2113
6/2/2020 0:00,6/6/2020 0:00,Western,7580,3399,3413,768
6/2/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,10746,3214,6256,1276
6/2/2020 0:00,6/6/2020 0:00,PJM RTO,18326,6613,9669,2044
6/2/2020 0:00,6/7/2020 0:00,Western,8019,3239,4012,768
6/2/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,8522,2918,4328,1276
6/2/2020 0:00,6/7/2020 0:00,PJM RTO,16541,6157,8340,2044
6/2/2020 0:00,6/8/2020 0:00,Western,5465,0,4726,739
6/2/2020 0:00,6/8/2020 0:00,Mid Atlantic - Dominion,6149,0,4873,1276
6/2/2020 0:00,6/8/2020 0:00,PJM RTO,11614,0,9599,2015
6/1/2020 0:00,6/1/2020 0:00,Western,12450,5499,5982,969
6/1/2020 0:00,6/1/2020 0:00,Mid Atlantic - Dominion,17327,5385,10394,1548
6/1/2020 0:00,6/1/2020 0:00,PJM RTO,29777,10884,16376,2517
6/1/2020 0:00,6/2/2020 0:00,Western,10032,4817,4503,712
6/1/2020 0:00,6/2/2020 0:00,Mid Atlantic - Dominion,16541,5433,9730,1378
6/1/2020 0:00,6/2/2020 0:00,PJM RTO,26573,10250,14233,2090
6/1/2020 0:00,6/3/2020 0:00,Western,10276,5067,4511,698
6/1/2020 0:00,6/3/2020 0:00,Mid Atlantic - Dominion,12669,3831,7486,1352
6/1/2020 0:00,6/3/2020 0:00,PJM RTO,22945,8898,11997,2050
6/1/2020 0:00,6/4/2020 0:00,Western,8483,3517,4271,695
6/1/2020 0:00,6/4/2020 0:00,Mid Atlantic - Dominion,12400,3831,7217,1352
6/1/2020 0:00,6/4/2020 0:00,PJM RTO,20883,7348,11488,2047
6/1/2020 0:00,6/5/2020 0:00,Western,7712,3399,3618,695
6/1/2020 0:00,6/5/2020 0:00,Mid Atlantic - Dominion,11580,3316,7465,799
6/1/2020 0:00,6/5/2020 0:00,PJM RTO,19292,6715,11083,1494
6/1/2020 0:00,6/6/2020 0:00,Western,7481,3399,3387,695
6/1/2020 0:00,6/6/2020 0:00,Mid Atlantic - Dominion,9888,2849,6320,719
6/1/2020 0:00,6/6/2020 0:00,PJM RTO,17369,6248,9707,1414
6/1/2020 0:00,6/7/2020 0:00,Mid Atlantic - Dominion,7600,2553,4328,719
6/1/2020 0:00,6/7/2020 0:00,Western,7920,3239,3986,695
